spend_date,channel,spend_usd,clicks,impressions
2025-02-23,display,457.1,191,16348
2025-02-24,paid_search,1139.0,628,11427
2025-02-24,social,1099.45,349,10568
2025-02-24,email,154.56,53,2014
2025-02-24,referral,241.49,123,3390
2025-02-24,display,436.9,278,22584
2025-02-25,paid_search,1942.31,697,30394
2025-02-25,social,958.46,588,11283
2025-02-25,email,131.22,43,3387
2025-02-25,referral,294.44,93,3210
2025-02-25,display,524.29,199,3450
2025-02-26,paid_search,1435.78,811,17706
2025-02-26,social,1389.37,531,10083
2025-02-26,email,167.0,61,1659
2025-02-26,referral,270.77,123,8301
2025-02-26,display,639.73,227,5782
2025-02-27,paid_search,1747.62,835,27629
2025-02-27,social,1530.87,601,19781
2025-02-27,email,112.47,76,2415
2025-02-27,referral,404.7,138,4321
2025-02-27,display,508.5,409,10524
2025-02-28,paid_search,1926.77,1158,27442
2025-02-28,social,1227.85,386,7216
2025-02-28,email,94.73,33,1500
2025-02-28,referral,378.84,168,3704
2025-02-28,display,767.6,432,8324
2025-03-01,paid_search,1359.69,498,12387
2025-03-01,social,1173.1,394,7898
2025-03-01,email,148.2,54,1705
2025-03-01,referral,164.11,59,1514
2025-03-01,display,584.82,269,9853
2025-03-02,paid_search,1637.3,626,12374
2025-03-02,social,854.44,587,29383
2025-03-02,email,130.53,46,3168
2025-03-02,referral,219.19,91,4587
2025-03-02,display,492.88,244,4140
2025-03-03,paid_search,2382.34,1203,49171
2025-03-03,social,1491.11,581,25626
2025-03-03,email,92.32,76,1961
2025-03-03,referral,311.24,232,11456
2025-03-03,display,713.67,479,8508
2025-03-04,paid_search,2004.29,641,30512
2025-03-04,social,1391.6,458,18687
2025-03-04,email,168.93,56,1062
2025-03-04,referral,320.84,143,7297
2025-03-04,display,842.16,264,4710
2025-03-05,paid_search,1762.73,1308,94776
2025-03-05,social,1354.02,633,20101
2025-03-05,email,97.9,31,625
2025-03-05,referral,375.75,199,14529
2025-03-05,display,839.42,300,5239
2025-03-06,paid_search,1570.82,1203,22296
2025-03-06,social,1248.57,471,35052
2025-03-06,email,121.29,60,1295
2025-03-06,referral,259.1,166,3385
2025-03-06,display,506.39,212,5619
2025-03-07,paid_search,2227.77,1762,131515
2025-03-07,social,842.71,593,20300
2025-03-07,email,118.88,48,3688
2025-03-07,referral,255.18,159,10081
2025-03-07,display,554.43,192,4466
2025-03-08,paid_search,1697.26,732,18949
2025-03-08,social,947.0,371,21980
2025-03-08,email,118.02,73,2324
2025-03-08,referral,234.4,77,4683
2025-03-08,display,701.4,257,13963
2025-03-09,paid_search,994.39,755,20593
2025-03-09,social,1079.55,343,13609
2025-03-09,email,83.32,27,1007
2025-03-09,referral,204.91,121,2264
2025-03-09,display,453.99,214,14320
2025-03-10,paid_search,1632.59,585,11494
2025-03-10,social,910.34,726,21813
2025-03-10,email,160.97,59,1602
2025-03-10,referral,202.6,150,2530
2025-03-10,display,466.1,337,11196
2025-03-11,paid_search,1989.38,655,11246
2025-03-11,social,1241.04,604,18569
2025-03-11,email,195.88,88,2498
2025-03-11,referral,193.83,68,2215
2025-03-11,display,674.97,278,4983
2025-03-12,paid_search,2034.27,992,53751
2025-03-12,social,1242.31,607,29023
2025-03-12,email,90.92,29,548
2025-03-12,referral,205.08,75,2676
2025-03-12,display,808.38,349,33642
2025-03-13,paid_search,1882.6,725,15122
2025-03-13,social,1109.63,758,13209
2025-03-13,email,104.61,39,726
2025-03-13,referral,399.68,158,6655
2025-03-13,display,442.44,142,11647
2025-03-14,paid_search,1647.87,528,23372
2025-03-14,social,1137.52,886,43738
2025-03-14,email,111.74,48,991
2025-03-14,referral,286.56,117,2581
2025-03-14,display,816.42,285,10716
2025-03-15,paid_search,813.04,434,22432
2025-03-15,social,935.84,416,6970
2025-03-15,email,86.59,45,3042
2025-03-15,referral,284.3,116,3629
2025-03-15,display,448.29,174,3376
2025-03-16,paid_search,1318.01,618,37354
2025-03-16,social,697.35,247,4389
2025-03-16,email,99.51,50,964
2025-03-16,referral,188.74,88,1599
2025-03-16,display,404.69,162,7350
2025-03-17,paid_search,1190.51,552,9495
2025-03-17,social,1219.61,468,9341
2025-03-17,email,191.32,99,2775
2025-03-17,referral,233.24,110,1926
2025-03-17,display,835.24,304,8132
2025-03-18,paid_search,1105.69,887,18406
2025-03-18,social,1180.38,460,24629
2025-03-18,email,191.31,60,1328
2025-03-18,referral,220.28,126,7123
2025-03-18,display,429.94,135,3135
2025-03-19,paid_search,2189.31,750,19912
2025-03-19,social,1383.86,740,12730
2025-03-19,email,124.38,67,3549
2025-03-19,referral,266.07,84,7296
2025-03-19,display,644.68,353,6810
2025-03-20,paid_search,1656.73,871,42486
2025-03-20,social,1581.99,538,11725
2025-03-20,email,161.85,57,2213
2025-03-20,referral,341.29,161,3813
2025-03-20,display,925.97,348,5850
2025-03-21,paid_search,1141.03,522,23356
2025-03-21,social,1201.71,498,16205
2025-03-21,email,150.55,84,1557
2025-03-21,referral,269.56,140,3445
2025-03-21,display,632.7,243,11604
2025-03-22,paid_search,1429.33,982,19663
2025-03-22,social,702.9,426,11556
2025-03-22,email,78.83,28,495
2025-03-22,referral,220.28,113,4309
2025-03-22,display,496.7,169,4593
2025-03-23,paid_search,1340.27,603,14422
2025-03-23,social,718.43,319,6892
2025-03-23,email,148.34,80,2732
2025-03-23,referral,278.31,98,3025
2025-03-23,display,639.77,204,4591
2025-03-24,paid_search,1088.37,777,13563
2025-03-24,social,1408.2,569,19523
2025-03-24,email,90.24,30,953
2025-03-24,referral,348.34,277,5600
2025-03-24,display,521.82,208,4869
2025-03-25,paid_search,1092.57,391,9735
2025-03-25,social,1128.0,927,26738
2025-03-25,email,122.77,51,1071
2025-03-25,referral,258.73,87,2344
2025-03-25,display,876.84,306,20275
2025-03-26,paid_search,1227.4,433,9998
2025-03-26,social,1598.71,593,49155
2025-03-26,email,164.8,52,927
2025-03-26,referral,341.49,244,7213
2025-03-26,display,648.21,209,8464
2025-03-27,paid_search,1518.11,573,24202
2025-03-27,social,1510.1,908,25074
2025-03-27,email,147.65,59,4904
2025-03-27,referral,402.68,247,10976
2025-03-27,display,732.55,237,4840
2025-03-28,paid_search,2140.83,989,34819
2025-03-28,social,741.09,360,13390
2025-03-28,email,121.47,74,1834
2025-03-28,referral,221.74,105,3558
2025-03-28,display,733.56,232,12473
2025-03-29,paid_search,1734.61,1196,34057
2025-03-29,social,774.82,267,6049
2025-03-29,email,131.45,72,4188
2025-03-29,referral,255.6,103,3328
2025-03-29,display,513.46,274,6116
2025-03-30,paid_search,1789.2,1150,31890
2025-03-30,social,966.12,422,38153
2025-03-30,email,97.72,69,2794
2025-03-30,referral,263.52,131,4877
2025-03-30,display,628.56,207,11580
2025-03-31,paid_search,1118.89,626,13739
2025-03-31,social,1264.26,987,86724
2025-03-31,email,147.5,52,2705
2025-03-31,referral,308.37,121,2307
2025-03-31,display,535.2,282,7238
2025-04-01,paid_search,2131.3,1502,29741
2025-04-01,social,1429.46,490,10091
2025-04-01,email,104.01,59,1109
2025-04-01,referral,300.08,95,1737
2025-04-01,display,532.85,388,10648
2025-04-02,paid_search,2261.98,766,20935
2025-04-02,social,1051.01,356,19258
2025-04-02,email,125.36,103,2107
2025-04-02,referral,281.04,133,5002
2025-04-02,display,457.08,181,3098
2025-04-03,paid_search,1162.36,965,17681
2025-04-03,social,1005.37,352,6515
2025-04-03,email,198.49,89,2930
2025-04-03,referral,290.79,146,3982
2025-04-03,display,678.29,274,6261
2025-04-04,paid_search,2017.37,808,33561
2025-04-04,social,1460.65,551,23657
2025-04-04,email,121.75,42,771
2025-04-04,referral,345.69,160,2971
2025-04-04,display,841.47,283,6087
2025-04-05,paid_search,1694.46,1115,70928
2025-04-05,social,1097.1,762,15396
2025-04-05,email,77.95,34,847
2025-04-05,referral,212.38,92,2423
2025-04-05,display,440.02,272,8029
2025-04-06,paid_search,1369.28,523,16122
2025-04-06,social,1054.9,784,24412
2025-04-06,email,120.57,41,1998
2025-04-06,referral,232.71,155,6315
2025-04-06,display,462.13,272,16153
2025-04-07,paid_search,1959.13,696,17801
2025-04-07,social,941.4,536,19354
2025-04-07,email,170.52,115,1954
2025-04-07,referral,320.38,261,12496
2025-04-07,display,737.27,354,6901
2025-04-08,paid_search,1098.26,605,10322
2025-04-08,social,1546.03,583,56416
2025-04-08,email,182.05,111,1884
2025-04-08,referral,243.76,173,5280
2025-04-08,display,514.75,339,25497
2025-04-09,paid_search,2285.48,1210,34391
2025-04-09,social,957.14,670,15111
2025-04-09,email,136.44,53,954
2025-04-09,referral,254.91,88,2653
2025-04-09,display,907.17,677,38906
2025-04-10,paid_search,1106.98,589,23843
2025-04-10,social,1036.18,741,35101
2025-04-10,email,179.11,57,1263
2025-04-10,referral,393.75,174,6337
2025-04-10,display,819.42,563,14337
2025-04-11,paid_search,1888.09,1019,34848
2025-04-11,social,972.99,341,22117
2025-04-11,email,115.39,76,1490
2025-04-11,referral,356.84,288,10790
2025-04-11,display,506.81,401,35178
2025-04-12,paid_search,1535.48,507,8853
2025-04-12,social,853.83,295,11648
2025-04-12,email,110.83,41,836
2025-04-12,referral,229.88,106,3503
2025-04-12,display,514.76,187,8011
2025-04-13,paid_search,1203.18,419,7463
2025-04-13,social,873.18,390,12554
2025-04-13,email,117.97,38,2522
2025-04-13,referral,276.58,136,2326
2025-04-13,display,476.5,302,25499
2025-04-14,paid_search,1290.48,506,12723
2025-04-14,social,854.11,477,13362
2025-04-14,email,148.29,64,1749
2025-04-14,referral,238.19,93,5654
2025-04-14,display,543.08,237,5868
2025-04-15,paid_search,2344.95,1154,69585
2025-04-15,social,1616.4,571,10251
2025-04-15,email,95.63,45,821
2025-04-15,referral,398.96,276,8103
2025-04-15,display,646.0,351,15339
2025-04-16,paid_search,2198.11,1169,37328
2025-04-16,social,1444.44,835,17518
2025-04-16,email,169.74,100,1895
2025-04-16,referral,404.01,153,8801
2025-04-16,display,908.9,356,8808
2025-04-17,paid_search,1422.52,462,9972
2025-04-17,social,1323.92,428,22488
2025-04-17,email,154.93,66,4231
2025-04-17,referral,250.49,144,2959
2025-04-17,display,921.75,314,9632
2025-04-18,paid_search,1185.2,485,38485
2025-04-18,social,765.75,318,6147
2025-04-18,email,147.29,47,1311
2025-04-18,referral,259.2,85,2565
2025-04-18,display,536.34,180,4699
2025-04-19,paid_search,1520.05,993,23859
2025-04-19,social,775.44,305,8263
2025-04-19,email,133.65,58,1834
2025-04-19,referral,280.46,173,12450
2025-04-19,display,585.7,198,3700
2025-04-20,paid_search,1708.05,948,87669
2025-04-20,social,855.8,515,11410
2025-04-20,email,122.22,72,1812
2025-04-20,referral,155.59,69,1702
2025-04-20,display,402.34,216,8921
2025-04-21,paid_search,1861.92,1293,59190
2025-04-21,social,1317.0,464,9585
2025-04-21,email,135.68,78,5172
2025-04-21,referral,344.42,201,7307
2025-04-21,display,437.55,160,6214
2025-04-22,paid_search,1249.03,568,11707
2025-04-22,social,764.91,555,25835
2025-04-22,email,156.22,74,1487
2025-04-22,referral,378.11,149,6734
2025-04-22,display,467.45,191,3586
2025-04-23,paid_search,2159.25,807,22498
2025-04-23,social,1292.31,516,49111
2025-04-23,email,123.49,85,2574
2025-04-23,referral,194.28,74,1558
2025-04-23,display,690.24,306,8426
2025-04-24,paid_search,2081.1,1177,110854
2025-04-24,social,1383.37,827,15846
2025-04-24,email,151.14,52,1399
2025-04-24,referral,392.61,136,5738
2025-04-24,display,487.31,202,18515
2025-04-25,paid_search,1705.3,1313,25394
2025-04-25,social,1299.62,914,32621
2025-04-25,email,127.81,61,1196
2025-04-25,referral,351.18,161,4602
2025-04-25,display,795.01,478,10230
2025-04-26,paid_search,1815.36,822,20726
2025-04-26,social,773.69,348,25044
2025-04-26,email,68.99,26,503
2025-04-26,referral,219.27,101,2416
2025-04-26,display,422.07,268,5977
2025-04-27,paid_search,1116.59,475,8516
2025-04-27,social,651.37,238,4890
2025-04-27,email,71.35,27,1691
2025-04-27,referral,183.44,122,8075
2025-04-27,display,554.99,294,10480
2025-04-28,paid_search,1642.83,1134,33036
2025-04-28,social,1031.52,493,16088
2025-04-28,email,131.14,103,2642
2025-04-28,referral,395.8,168,3265
2025-04-28,display,804.03,299,17798
2025-04-29,paid_search,1112.95,642,31209
2025-04-29,social,987.01,491,10261
2025-04-29,email,115.42,38,975
2025-04-29,referral,264.09,138,8192
2025-04-29,display,530.93,305,7343
2025-04-30,paid_search,1802.67,1413,26935
2025-04-30,social,1228.28,387,8227
2025-04-30,email,167.96,93,2174
2025-04-30,referral,186.06,82,3163
2025-04-30,display,810.12,525,29610
2025-05-01,paid_search,1287.35,756,26063
2025-05-01,social,1579.94,736,19080
2025-05-01,email,157.91,49,1428
2025-05-01,referral,391.94,299,5544
2025-05-01,display,746.07,278,5444
2025-05-02,paid_search,1468.65,1004,61037
2025-05-02,social,986.55,352,6140
2025-05-02,email,177.41,70,2182
2025-05-02,referral,222.48,93,1610
2025-05-02,display,426.54,146,3022
2025-05-03,paid_search,1308.95,566,15373
2025-05-03,social,875.12,597,10137
2025-05-03,email,117.6,80,2550
2025-05-03,referral,201.62,135,2933
2025-05-03,display,679.27,322,6465
2025-05-04,paid_search,1343.62,713,25816
2025-05-04,social,1099.26,343,10791
2025-05-04,email,113.14,46,4140
2025-05-04,referral,301.86,149,7626
2025-05-04,display,690.57,264,6087
2025-05-05,paid_search,1165.41,701,30686
2025-05-05,social,1478.16,956,93547
2025-05-05,email,172.16,62,1613
2025-05-05,referral,221.18,104,3094
2025-05-05,display,451.09,288,9423
2025-05-06,paid_search,1304.52,644,17983
2025-05-06,social,1425.33,687,12852
2025-05-06,email,196.88,62,1356
2025-05-06,referral,196.38,79,1837
2025-05-06,display,488.63,216,21066
2025-05-07,paid_search,1971.01,850,26174
2025-05-07,social,1335.13,816,19698
2025-05-07,email,139.11,86,1634
2025-05-07,referral,308.68,124,4330
2025-05-07,display,813.98,421,7705
2025-05-08,paid_search,2091.93,1150,64232
2025-05-08,social,1604.38,866,17744
2025-05-08,email,123.11,59,3607
2025-05-08,referral,349.52,266,10472
2025-05-08,display,717.04,496,11442
2025-05-09,paid_search,2151.07,1081,39120
2025-05-09,social,799.7,560,15606
2025-05-09,email,163.74,102,2580
2025-05-09,referral,394.87,172,3999
2025-05-09,display,878.89,579,40185
2025-05-10,paid_search,895.09,339,12206
2025-05-10,social,1070.07,681,15786
2025-05-10,email,149.88,89,5617
2025-05-10,referral,250.17,86,4406
2025-05-10,display,534.32,291,6789
2025-05-11,paid_search,987.81,370,6733
2025-05-11,social,829.65,292,6033
2025-05-11,email,125.13,41,1243
2025-05-11,referral,280.09,100,2794
2025-05-11,display,472.07,193,6763
2025-05-12,paid_search,1490.66,711,27646
2025-05-12,social,949.62,510,19177
2025-05-12,email,133.61,51,1326
2025-05-12,referral,240.07,148,3191
2025-05-12,display,648.32,434,12937
2025-05-13,paid_search,1763.27,1427,62987
2025-05-13,social,1092.38,557,23712
2025-05-13,email,171.36,60,1408
2025-05-13,referral,334.48,201,4575
2025-05-13,display,928.3,677,23683
2025-05-14,paid_search,1283.35,500,32901
2025-05-14,social,1299.33,519,15323
2025-05-14,email,183.04,98,4524
2025-05-14,referral,181.65,63,2686
2025-05-14,display,778.63,297,6220
2025-05-15,paid_search,1117.33,474,19582
2025-05-15,social,1125.46,631,14148
2025-05-15,email,181.29,61,4160
2025-05-15,referral,233.88,74,1298
2025-05-15,display,539.29,318,14832
2025-05-16,paid_search,1673.59,570,12491
2025-05-16,social,1140.59,785,30040
2025-05-16,email,161.68,52,880
2025-05-16,referral,361.07,129,2887
2025-05-16,display,467.7,265,5829
2025-05-17,paid_search,939.41,457,17551
2025-05-17,social,978.0,386,7677
2025-05-17,email,102.04,59,1700
2025-05-17,referral,199.87,69,6035
2025-05-17,display,341.06,191,3685
2025-05-18,paid_search,1115.3,390,11617
2025-05-18,social,1012.91,418,9180
2025-05-18,email,123.66,48,832
2025-05-18,referral,230.01,115,6262
2025-05-18,display,523.21,206,5634
2025-05-19,paid_search,2136.87,898,65223
2025-05-19,social,1168.82,381,8161
2025-05-19,email,157.84,99,1911
2025-05-19,referral,344.34,164,2894
2025-05-19,display,574.76,334,16006
2025-05-20,paid_search,1279.01,487,11199
2025-05-20,social,1063.91,609,26530
2025-05-20,email,130.72,100,3638
2025-05-20,referral,355.09,159,3441
2025-05-20,display,726.33,595,32926
2025-05-21,paid_search,2317.36,1125,88365
2025-05-21,social,1016.16,341,13304
2025-05-21,email,177.32,99,1744
2025-05-21,referral,248.21,99,5811
2025-05-21,display,544.56,313,6184
2025-05-22,paid_search,2022.21,1245,22854
2025-05-22,social,1267.15,511,27451
2025-05-22,email,135.19,58,1294
2025-05-22,referral,289.8,95,4655
2025-05-22,display,439.92,189,6258
2025-05-23,paid_search,1699.98,1272,40201
2025-05-23,social,1183.76,884,21312
2025-05-23,email,147.88,67,1257
2025-05-23,referral,316.33,181,6527
2025-05-23,display,448.01,275,4988
2025-05-24,paid_search,1202.42,625,16959
2025-05-24,social,1053.52,338,15014
2025-05-24,email,127.01,63,1300
2025-05-24,referral,159.32,54,1837
2025-05-24,display,706.25,266,7172
2025-05-25,paid_search,1127.52,424,32427
2025-05-25,social,1034.02,409,7675
2025-05-25,email,121.84,87,2215
2025-05-25,referral,188.44,77,1444
2025-05-25,display,640.24,412,30589
2025-05-26,paid_search,1930.16,1082,20036
2025-05-26,social,1486.7,905,17596
2025-05-26,email,143.53,49,2679
2025-05-26,referral,404.91,153,2627
2025-05-26,display,445.86,199,6572
2025-05-27,paid_search,1930.48,812,48810
2025-05-27,social,1255.65,427,7499
2025-05-27,email,168.01,82,6986
2025-05-27,referral,242.79,200,7900
2025-05-27,display,606.95,219,21484
2025-05-28,paid_search,2421.92,1554,104623
2025-05-28,social,968.74,336,12982
2025-05-28,email,175.78,63,1342
2025-05-28,referral,267.1,104,6077
2025-05-28,display,456.69,220,4642
2025-05-29,paid_search,2329.95,764,12914
2025-05-29,social,780.74,367,9481
2025-05-29,email,199.55,75,1454
2025-05-29,referral,191.91,81,1543
2025-05-29,display,615.17,360,6724
2025-05-30,paid_search,1231.95,680,12116
2025-05-30,social,1124.18,533,49420
2025-05-30,email,155.81,58,2931
2025-05-30,referral,214.8,80,5425
2025-05-30,display,718.47,441,12353
2025-05-31,paid_search,837.32,282,6305
2025-05-31,social,705.94,241,8231
2025-05-31,email,114.51,73,4217
2025-05-31,referral,147.59,94,6814
2025-05-31,display,664.05,485,19009
2025-06-01,paid_search,839.06,537,26807
2025-06-01,social,1179.33,940,26234
2025-06-01,email,94.67,60,1278
2025-06-01,referral,229.35,107,1895
2025-06-01,display,689.71,337,6356
2025-06-02,paid_search,2288.63,974,54916
2025-06-02,social,1520.35,674,13989
2025-06-02,email,144.44,85,5891
2025-06-02,referral,265.5,182,7751
2025-06-02,display,901.19,302,5598
2025-06-03,paid_search,1928.23,911,25539
2025-06-03,social,1462.21,869,55901
2025-06-03,email,198.26,62,1449
2025-06-03,referral,330.04,128,2293
2025-06-03,display,474.3,327,5757
2025-06-04,paid_search,1093.65,401,9343
2025-06-04,social,1266.05,437,10278
2025-06-04,email,171.36,74,2979
2025-06-04,referral,278.64,151,12048
2025-06-04,display,679.44,227,4992
2025-06-05,paid_search,2195.65,848,30833
2025-06-05,social,894.5,289,5103
2025-06-05,email,190.9,151,3443
2025-06-05,referral,200.6,129,3339
2025-06-05,display,436.76,150,4291
2025-06-06,paid_search,2183.14,1398,29424
2025-06-06,social,1533.47,486,33239
2025-06-06,email,186.06,70,2003
2025-06-06,referral,316.4,112,4905
2025-06-06,display,868.3,474,25133
2025-06-07,paid_search,1552.39,997,24956
2025-06-07,social,610.94,493,15539
2025-06-07,email,74.69,24,1295
2025-06-07,referral,300.95,179,6774
2025-06-07,display,584.37,306,5705
2025-06-08,paid_search,851.54,690,33083
2025-06-08,social,1178.62,386,30098
2025-06-08,email,85.01,28,666
2025-06-08,referral,169.38,98,8123
2025-06-08,display,581.62,459,9240
2025-06-09,paid_search,1369.91,428,25624
2025-06-09,social,837.71,268,5984
2025-06-09,email,123.07,71,1595
2025-06-09,referral,189.79,122,6082
2025-06-09,display,524.93,193,7702
2025-06-10,paid_search,2188.12,693,18363
2025-06-10,social,734.88,335,32348
2025-06-10,email,95.85,57,1399
2025-06-10,referral,212.83,101,7214
2025-06-10,display,571.64,416,8852
2025-06-11,paid_search,1392.53,436,17252
2025-06-11,social,822.25,657,19400
2025-06-11,email,136.65,49,2540
2025-06-11,referral,228.11,78,1696
2025-06-11,display,764.64,301,5299
2025-06-12,paid_search,2359.16,1201,22045
2025-06-12,social,1397.19,785,17627
2025-06-12,email,144.64,58,1005
2025-06-12,referral,214.97,68,2276
2025-06-12,display,682.51,282,5583
2025-06-13,paid_search,2318.37,914,22906
2025-06-13,social,1317.81,931,40758
2025-06-13,email,111.39,64,2276
2025-06-13,referral,343.28,137,2805
2025-06-13,display,608.23,423,13621
2025-06-14,paid_search,1106.99,515,9062
2025-06-14,social,1056.74,469,11597
2025-06-14,email,94.0,34,2188
2025-06-14,referral,290.45,106,1960
2025-06-14,display,427.67,194,4876
2025-06-15,paid_search,1469.02,659,12365
2025-06-15,social,707.01,238,12873
2025-06-15,email,77.78,25,1369
2025-06-15,referral,169.72,94,4430
2025-06-15,display,398.86,179,17163
2025-06-16,paid_search,1753.91,940,16650
2025-06-16,social,1444.73,479,40710
2025-06-16,email,90.08,28,965
2025-06-16,referral,401.64,130,6594
2025-06-16,display,791.81,320,23586
2025-06-17,paid_search,1285.69,446,8623
2025-06-17,social,914.51,492,11047
2025-06-17,email,176.62,66,5838
2025-06-17,referral,350.32,170,3869
2025-06-17,display,760.87,472,45083
2025-06-18,paid_search,1539.08,627,11021
2025-06-18,social,1491.15,797,17804
2025-06-18,email,195.27,91,2625
2025-06-18,referral,233.08,95,2007
2025-06-18,display,575.27,195,6361
2025-06-19,paid_search,1477.06,1051,25373
2025-06-19,social,916.72,347,18426
2025-06-19,email,106.55,43,1028
2025-06-19,referral,250.69,165,3000
2025-06-19,display,809.0,283,4811
2025-06-20,paid_search,2083.54,1464,34497
2025-06-20,social,1366.07,702,16767
2025-06-20,email,121.72,68,3795
2025-06-20,referral,347.7,260,8348
2025-06-20,display,796.95,331,7138
2025-06-21,paid_search,1476.95,672,57559
2025-06-21,social,951.76,614,23793
2025-06-21,email,85.11,29,925
2025-06-21,referral,182.85,71,1476
2025-06-21,display,483.65,345,9408
2025-06-22,paid_search,1373.64,475,11298
2025-06-22,social,1211.92,872,56300
2025-06-22,email,73.2,58,1225
2025-06-22,referral,276.32,114,4327
2025-06-22,display,677.74,533,12360
2025-06-23,paid_search,1767.15,592,26389
2025-06-23,social,1096.15,416,21610
2025-06-23,email,143.68,79,1657
2025-06-23,referral,261.27,86,2630
2025-06-23,display,636.43,439,7405
2025-06-24,paid_search,1559.89,720,15252
2025-06-24,social,1474.31,517,9720
2025-06-24,email,199.96,62,1543
2025-06-24,referral,394.03,217,11449
2025-06-24,display,749.33,271,7831
2025-06-25,paid_search,1954.06,629,20198
2025-06-25,social,1195.07,695,20053
2025-06-25,email,139.66,82,2066
2025-06-25,referral,284.53,158,2814
2025-06-25,display,703.12,405,10789
2025-06-26,paid_search,2264.97,1336,28933
2025-06-26,social,1281.62,676,24889
2025-06-26,email,170.05,58,2050
2025-06-26,referral,257.29,122,3163
2025-06-26,display,921.83,338,15693
2025-06-27,paid_search,1298.71,636,16875
2025-06-27,social,1096.39,395,6871
2025-06-27,email,129.01,106,5160
2025-06-27,referral,387.54,246,20607
2025-06-27,display,761.44,298,8492
2025-06-28,paid_search,1718.98,935,34935
2025-06-28,social,1122.95,360,6898
2025-06-28,email,118.6,42,3891
2025-06-28,referral,174.89,82,1643
2025-06-28,display,397.26,197,4266
2025-06-29,paid_search,1135.91,446,8629
2025-06-29,social,1022.78,784,57002
2025-06-29,email,123.17,66,1515
2025-06-29,referral,277.09,91,1932
2025-06-29,display,625.88,251,5835
2025-06-30,paid_search,1201.14,607,23556
2025-06-30,social,1216.95,613,16979
2025-06-30,email,173.69,96,6247
2025-06-30,referral,306.13,202,4576
2025-06-30,display,874.16,370,8945
2025-07-01,paid_search,2279.89,1681,40919
2025-07-01,social,1432.05,594,10652
2025-07-01,email,198.02,100,3199
2025-07-01,referral,284.37,155,8699
2025-07-01,display,594.34,262,17702
2025-07-02,paid_search,1487.6,627,17735
2025-07-02,social,1522.94,656,22302
2025-07-02,email,124.99,97,2285
2025-07-02,referral,189.99,96,3321
2025-07-02,display,879.94,302,10501
2025-07-03,paid_search,1203.78,459,10718
2025-07-03,social,933.53,318,8499
2025-07-03,email,166.62,52,1550
2025-07-03,referral,365.94,173,2950
2025-07-03,display,620.43,271,4931
2025-07-04,paid_search,1261.48,823,17773
2025-07-04,social,1402.33,645,24770
2025-07-04,email,176.19,70,3420
2025-07-04,referral,319.58,124,11343
2025-07-04,display,822.42,451,10306
2025-07-05,paid_search,1034.45,400,10371
2025-07-05,social,696.98,278,12345
2025-07-05,email,96.19,45,1192
2025-07-05,referral,163.55,52,3943
2025-07-05,display,412.17,271,5742
2025-07-06,paid_search,1599.63,599,16744
2025-07-06,social,570.93,390,11890
2025-07-06,email,140.83,51,894
2025-07-06,referral,262.38,103,2035
2025-07-06,display,452.76,178,5454
2025-07-07,paid_search,1828.31,608,14962
2025-07-07,social,782.54,249,4203
2025-07-07,email,112.53,42,4133
2025-07-07,referral,331.57,136,2533
2025-07-07,display,780.21,472,11243
2025-07-08,paid_search,1861.15,1146,22962
2025-07-08,social,874.81,308,10445
2025-07-08,email,146.27,101,4177
2025-07-08,referral,238.23,131,2908
2025-07-08,display,472.18,183,10870
2025-07-09,paid_search,1397.43,1031,27719
2025-07-09,social,742.59,408,7045
2025-07-09,email,104.48,39,3710
2025-07-09,referral,365.05,119,2480
2025-07-09,display,731.84,303,14021
2025-07-10,paid_search,1915.48,1238,56718
2025-07-10,social,823.34,295,6041
2025-07-10,email,148.1,94,3159
2025-07-10,referral,208.88,66,1393
2025-07-10,display,614.27,272,4776
2025-07-11,paid_search,1110.0,710,19206
2025-07-11,social,1439.73,468,25625
2025-07-11,email,164.41,55,1119
2025-07-11,referral,308.98,255,20832
2025-07-11,display,835.27,693,52716
2025-07-12,paid_search,1653.7,633,37422
2025-07-12,social,1086.26,579,12754
2025-07-12,email,145.89,80,1412
2025-07-12,referral,218.53,82,6865
2025-07-12,display,566.66,414,25220
2025-07-13,paid_search,1425.5,451,20926
2025-07-13,social,567.32,200,18302
2025-07-13,email,111.58,36,1293
2025-07-13,referral,135.6,85,2787
2025-07-13,display,512.22,276,7797
2025-07-14,paid_search,2242.1,918,17690
2025-07-14,social,927.5,507,29664
2025-07-14,email,158.02,75,3108
2025-07-14,referral,240.82,124,3013
2025-07-14,display,628.32,245,9708
2025-07-15,paid_search,1871.62,800,27795
2025-07-15,social,745.41,514,16458
2025-07-15,email,109.75,58,1483
2025-07-15,referral,262.1,115,3645
2025-07-15,display,740.16,263,14579
2025-07-16,paid_search,1285.51,558,10626
2025-07-16,social,963.27,684,12518
2025-07-16,email,153.45,55,1468
2025-07-16,referral,322.35,220,12246
2025-07-16,display,586.18,466,39599
2025-07-17,paid_search,1839.98,742,62151
2025-07-17,social,1348.55,1085,35654
2025-07-17,email,173.43,100,1756
2025-07-17,referral,363.69,182,3244
2025-07-17,display,696.47,262,5730
2025-07-18,paid_search,1625.75,525,26935
2025-07-18,social,980.78,366,8289
2025-07-18,email,111.08,41,1622
2025-07-18,referral,326.75,145,6436
2025-07-18,display,834.57,489,8561
2025-07-19,paid_search,1235.37,600,29640
2025-07-19,social,1164.03,470,16351
2025-07-19,email,116.06,49,1068
2025-07-19,referral,287.15,94,6893
